1	1
3	1
5	1
72	1
165	1
517	1
539	1
551	1
554	1
571	1
626	1
642	1
673	1
678	1
684	1
698	1
700	1
810	1
875	1
1024	1
1742	1
2059	1
2223	1
2252	1
2429	1
2488	1
2716	1
3414	1
3622	1
3671	1
3949	1
4024	1
4170	1
4221	1
5036	1
5080	1
5088	1
5494	1
5524	1
5703	1
5873	1
5894	1
6215	1
6723	1
6752	1
7211	1
7408	1
7546	1
7794	1
8459	1
8486	1
8752	1
8816	1
8866	1
8885	1
9314	1
9509	1
9553	1
9813	1
10127	1
10191	1
10243	1
10669	1
10763	1
10992	1
11305	1
11427	1
11645	1
11709	1
11788	1
12888	1
13040	1
13841	1
14458	1
14659	1
15059	1
15231	1
15310	1
15512	1
15940	1
16100	1
16399	1
16498	1
17819	1
17867	1
17906	1
18860	1
19170	1
19532	1
19573	1
19715	1
19780	1
19899	1
20160	1
20572	1
21196	1
22423	1
22869	1
23006	1
23068	1
23390	1
23658	1
23794	1
24047	1
24051	1
24517	1
24541	1
24593	1
24805	1
24812	1
25050	1
25073	1
25112	1
25637	1
25659	1
25803	1
25879	1
26082	1
26198	1
26238	1
26406	1
26714	1
26728	1
26797	1
27050	1
27093	1
27139	1
27182	1
27414	1
27487	1
27978	1
27988	1
28010	1
28041	1
28067	1
28080	1
28084	1
28108	1
28151	1
28153	1
28167	1
28168	1
28170	1
28200	1
28389	1
28755	1
29386	1
29503	1
29579	1
30117	1
30128	1
30131	1
31512	1
33310	1
33313	1
33815	1
33897	1
35808	1
36167	1
36407	1
36649	1
36675	1
36745	1
37101	1
39267	1
39716	1
40030	1
40304	1
40335	1
40404	1
40408	1
41012	1
42002	1
42906	1
42981	1
43381	1
43824	1
44127	1
44569	1
45125	1
45288	1
45389	1
46354	1
47330	1
47930	1
48111	1
48114	1
48356	1
48359	1
48404	1
48423	1
48431	1
51027	1
51209	1
51274	1
55986	1
56468	1
56645	1
57977	1
58180	1
58613	1
58683	1
60262	1
61005	1
61016	1
61907	1
62463	1
64253	1
65150	1
65462	1
66577	1
69502	1
72949	1
75340	1
77053	1
80733	1
83295	1
83522	1
85440	1
86153	1
86809	1
89737	1
90518	1
91078	1
91543	1
98022	1
98292	1
103527	1
106235	1
106896	1
108236	1
109540	1
114138	1
114286	1
114418	1
114459	1
118656	1
119055	1
122379	1
123633	1
123656	1
124449	1
124709	1
125787	1
128864	1
128894	1
128980	1
130552	1
130569	1
131139	1
131223	1
131273	1
131295	1
132082	1
133031	1
133964	1
134015	1
135505	1
136914	1
137028	1
138254	1
138900	1
139680	1
139728	1
139888	1
140067	1
140376	1
140608	1
141110	1
141364	1
142051	1
143780	1
144033	1
144210	1
149167	1
150110	1
150664	1
152083	1
152682	1
154594	1
154880	1
155915	1
155930	1
155950	1
155951	1
155977	1
156008	1
156015	1
156020	1
156026	1
156051	1
156062	1
156075	1
156078	1
156099	1
156114	1
156123	1
156147	1
156158	1
